"Strain","Uptake_Reactions","Secretion_Reactions","Total_Exchanged"
"Shigella_flexneri_CCH060",51,18,69
"Shigella_flexneri_CDC_796_83",52,12,64
"Shigella_flexneri_K_218",52,14,66
"Shigella_flexneri_K_227",49,19,68
"Shigella_flexneri_K_272",52,18,70
"Shigella_flexneri_K_304",55,15,70
"Shigella_flexneri_K_315",54,18,72
"Shigella_flexneri_SFJ17B",52,18,70
"Shigella_flexneri_VA_6",52,17,69
"Shigella_sonnei_3226_85",46,13,59
"Shigella_sonnei_3233_85",50,19,69
"Shigella_sonnei_4822_66",50,21,71
"Shigella_sonnei_53G",47,16,63
"Shigella_sonnei_FDAARGOS_128",50,14,64
"Shigella_sonnei_FDAARGOS_71",48,13,61
"Shigella_sonnei_Ss046",49,19,68
"Shigella_sonnei_str_Moseley",48,17,65
"Slackia_piriformis_YIT_12062",47,6,53
"Solobacterium_moorei_DSM_22971",53,10,63
"Solobacterium_moorei_F0204",53,11,64
"Staphylococcus_epidermidis_12142587",56,27,83
"Staphylococcus_epidermidis_14_1_R1_SE",56,26,82
"Staphylococcus_epidermidis_41tr",54,28,82
"Staphylococcus_epidermidis_528m",54,27,81
"Staphylococcus_epidermidis_A487",50,26,76
"Staphylococcus_epidermidis_ATCC_12228",61,30,91
"Staphylococcus_epidermidis_AU12_03",59,26,85
"Staphylococcus_epidermidis_BCM_HMP0060",58,25,83
"Staphylococcus_epidermidis_BVS058A4",59,27,86
"Staphylococcus_epidermidis_ERR2221338",52,19,71
"Staphylococcus_epidermidis_FRI909",59,27,86
"Staphylococcus_epidermidis_M0881",55,24,79
"Staphylococcus_epidermidis_M23864W2grey",57,30,87
"Staphylococcus_epidermidis_NIH04003",51,25,76
"Staphylococcus_epidermidis_NIH04008",58,27,85
"Staphylococcus_epidermidis_NIH05001",59,28,87
"Staphylococcus_epidermidis_NIH05003",60,26,86
"Staphylococcus_epidermidis_NIH05005",58,26,84
"Staphylococcus_epidermidis_NIH051475",57,23,80
"Staphylococcus_epidermidis_NIH051668",58,29,87
"Staphylococcus_epidermidis_NIH06004",60,27,87
"Staphylococcus_epidermidis_NIH08001",58,27,85
"Staphylococcus_epidermidis_NIHLM001",53,23,76
"Staphylococcus_epidermidis_NIHLM003",52,26,78
"Staphylococcus_epidermidis_NIHLM008",57,27,84
"Staphylococcus_epidermidis_NIHLM015",61,28,89
"Staphylococcus_epidermidis_NIHLM018",56,25,81
"Staphylococcus_epidermidis_NIHLM020",58,26,84
"Staphylococcus_epidermidis_NIHLM021",54,21,75
"Staphylococcus_epidermidis_NIHLM023",58,30,88
"Staphylococcus_epidermidis_NIHLM031",57,27,84
"Staphylococcus_epidermidis_NIHLM037",60,27,87
"Staphylococcus_epidermidis_NIHLM039",51,22,73
"Staphylococcus_epidermidis_NIHLM040",61,26,87
"Staphylococcus_epidermidis_NIHLM049",59,27,86
"Staphylococcus_epidermidis_NIHLM053",59,28,87
"Staphylococcus_epidermidis_NIHLM057",59,29,88
"Staphylococcus_epidermidis_NIHLM061",51,16,67
"Staphylococcus_epidermidis_NIHLM067",55,23,78
"Staphylococcus_epidermidis_NIHLM070",54,17,71
"Staphylococcus_epidermidis_NIHLM087",57,26,83
"Staphylococcus_epidermidis_NIHLM088",57,28,85
"Staphylococcus_epidermidis_NIHLM095",60,26,86
"Staphylococcus_epidermidis_RP62A",54,25,79
"Staphylococcus_epidermidis_SK135",61,25,86
"Staphylococcus_epidermidis_UC7032",58,28,86
"Staphylococcus_epidermidis_VCU028",57,27,84
"Staphylococcus_epidermidis_VCU037",52,26,78
"Staphylococcus_epidermidis_VCU041",58,29,87
"Staphylococcus_epidermidis_VCU045",57,28,85
"Staphylococcus_epidermidis_VCU065",56,24,80
"Staphylococcus_epidermidis_VCU071",50,23,73
"Staphylococcus_epidermidis_VCU081",56,22,78
"Staphylococcus_epidermidis_VCU105",56,23,79
"Staphylococcus_epidermidis_VCU109",59,27,86
"Staphylococcus_epidermidis_VCU117",58,26,84
"Staphylococcus_epidermidis_VCU118",60,28,88
"Staphylococcus_epidermidis_VCU120",53,24,77
"Staphylococcus_epidermidis_VCU123",51,25,76
"Staphylococcus_epidermidis_VCU125",60,26,86
"Staphylococcus_epidermidis_VCU126",58,27,85
"Staphylococcus_epidermidis_VCU127",59,27,86
"Staphylococcus_epidermidis_VCU128",59,25,84
"Staphylococcus_epidermidis_VCU129",57,27,84
"Staphylococcus_epidermidis_VCU144",58,27,85
"Staphylococcus_epidermidis_W23144",58,32,90
"Stenotrophomonas_maltophilia_ATCC_19867",36,19,55
"Stenotrophomonas_maltophilia_AU12_09",44,23,67
"Stenotrophomonas_maltophilia_Ab55555",40,24,64
"Stenotrophomonas_maltophilia_D457",41,16,57
"Stenotrophomonas_maltophilia_EPM1",37,23,60
"Stenotrophomonas_maltophilia_ISMMS3",34,12,46
"Stenotrophomonas_maltophilia_K279a",41,24,65
"Stenotrophomonas_maltophilia_PML168",32,18,50
"Stenotrophomonas_maltophilia_R551_3",43,25,68
"Stenotrophomonas_maltophilia_RR_10",43,23,66
"Streptococcus_anginosus_1_2_62CV",40,10,50
"Streptococcus_anginosus_CCUG_39159",49,13,62
"Streptococcus_anginosus_ERR2221320",44,10,54
"Streptococcus_anginosus_F0211",47,12,59
"Streptococcus_anginosus_SK1138",45,13,58
"Streptococcus_anginosus_SK52",44,13,57
"Streptococcus_australis_ATCC_700641",54,11,65
"Streptococcus_australis_ERR2221360",41,10,51
"Streptococcus_equinus_ATCC_9812",39,12,51
"Streptococcus_gordonii_str_Challis_substr_CH1",50,15,65
"Streptococcus_infantis_ATCC_700779",52,12,64
"Streptococcus_infantis_SK1076",42,9,51
"Streptococcus_infantis_SK970",41,10,51
"Streptococcus_infantis_X",44,11,55
"Streptococcus_mitis_11_5",43,11,54
"Streptococcus_mitis_13_39",46,14,60
"Streptococcus_mitis_ATCC_6249",43,13,56
"Streptococcus_mitis_B6",47,13,60
"Streptococcus_mitis_NCTC_12261",49,11,60
"Streptococcus_mitis_SK1073",44,15,59
"Streptococcus_mitis_SK1080",49,12,61
"Streptococcus_mitis_SK321",48,11,59
"Streptococcus_mitis_SK564",47,12,59
"Streptococcus_mitis_SK569",42,10,52
"Streptococcus_mitis_SK575",43,10,53
"Streptococcus_mitis_SK579",41,11,52
"Streptococcus_mitis_SK616",42,10,52
"Streptococcus_mitis_SPAR10",42,12,54
"Streptococcus_mitis_bv_2_str_F0392",47,13,60
"Streptococcus_mitis_bv_2_str_SK95",47,13,60
"Streptococcus_mutans_11A1",44,14,58
"Streptococcus_mutans_11SSST2",45,16,61
"Streptococcus_mutans_14D",44,15,59
"Streptococcus_mutans_15JP3",46,13,59
"Streptococcus_mutans_15VF2",46,14,60
"Streptococcus_mutans_1SM1",44,15,59
"Streptococcus_mutans_21",42,16,58
"Streptococcus_mutans_24",45,14,59
"Streptococcus_mutans_2ST1",46,13,59
"Streptococcus_mutans_2VS1",47,14,61
"Streptococcus_mutans_3SN1",47,14,61
"Streptococcus_mutans_4SM1",46,15,61
"Streptococcus_mutans_4VF1",43,14,57
"Streptococcus_mutans_5DC8",44,13,57
"Streptococcus_mutans_5SM3",45,14,59
"Streptococcus_mutans_66_2A",45,13,58
"Streptococcus_mutans_8ID3",43,12,55
"Streptococcus_mutans_A19",44,14,58
"Streptococcus_mutans_A9",45,16,61
"Streptococcus_mutans_AC4446",44,15,59
"Streptococcus_mutans_ATCC_25175",46,17,63
"Streptococcus_mutans_B",46,14,60
"Streptococcus_mutans_DSM_20523",44,14,58
"Streptococcus_mutans_ERR2221174",41,14,55
"Streptococcus_mutans_ERR2221288",40,13,53
"Streptococcus_mutans_G123",46,14,60
"Streptococcus_mutans_GS_5",45,16,61
"Streptococcus_mutans_KK21",43,14,57
"Streptococcus_mutans_KK23",44,13,57
"Streptococcus_mutans_M21",45,14,59
"Streptococcus_mutans_M230",47,13,60
"Streptococcus_mutans_M2A",44,15,59
"Streptococcus_mutans_N29",45,14,59
"Streptococcus_mutans_N3209",45,14,59
"Streptococcus_mutans_N34",46,14,60
"Streptococcus_mutans_N66",44,13,57
"Streptococcus_mutans_NCTC_11060",47,15,62
"Streptococcus_mutans_NFSM1",45,15,60
"Streptococcus_mutans_NFSM2",46,13,59
"Streptococcus_mutans_NLML1",44,14,58
"Streptococcus_mutans_NLML4",48,14,62
"Streptococcus_mutans_NLML5",46,14,60
"Streptococcus_mutans_NLML8",48,15,63
"Streptococcus_mutans_NLML9",45,14,59
"Streptococcus_mutans_NMT4863",46,14,60
"Streptococcus_mutans_NN2025",43,15,58
"Streptococcus_mutans_NV1996",48,15,63
"Streptococcus_mutans_NVAB",44,14,58
"Streptococcus_mutans_OMZ175",48,14,62
"Streptococcus_mutans_R221",47,13,60
"Streptococcus_mutans_S1B",46,13,59
"Streptococcus_mutans_SA38",46,14,60
"Streptococcus_mutans_SA41",46,13,59
"Streptococcus_mutans_SF1",45,14,59
"Streptococcus_mutans_SF12",45,14,59
"Streptococcus_mutans_SF14",46,15,61
"Streptococcus_mutans_SM1",46,13,59
"Streptococcus_mutans_SM4",46,15,61
"Streptococcus_mutans_SM6",45,14,59
"Streptococcus_mutans_ST1",45,14,59
"Streptococcus_mutans_ST6",44,14,58
"Streptococcus_mutans_T4",47,13,60
"Streptococcus_mutans_TCI_116",43,13,56
"Streptococcus_mutans_TCI_123",43,16,59
"Streptococcus_mutans_TCI_125",44,15,59
"Streptococcus_mutans_TCI_138",43,14,57
"Streptococcus_mutans_TCI_145",43,14,57
"Streptococcus_mutans_TCI_152",43,16,59
"Streptococcus_mutans_TCI_153",43,13,56
"Streptococcus_mutans_TCI_163",44,15,59
"Streptococcus_mutans_TCI_169",44,13,57
"Streptococcus_mutans_TCI_173",44,15,59
"Streptococcus_mutans_TCI_177",43,14,57
"Streptococcus_mutans_TCI_191",43,14,57
"Streptococcus_mutans_TCI_196",43,14,57
"Streptococcus_mutans_TCI_219",43,14,57
"Streptococcus_mutans_TCI_222",44,15,59
"Streptococcus_mutans_TCI_228",43,14,57
"Streptococcus_mutans_TCI_234",43,14,57
"Streptococcus_mutans_TCI_239",44,15,59
"Streptococcus_mutans_TCI_242",43,13,56
"Streptococcus_mutans_TCI_243",43,13,56
"Streptococcus_mutans_TCI_249",43,14,57
"Streptococcus_mutans_TCI_256",43,15,58
"Streptococcus_mutans_TCI_268",43,14,57
"Streptococcus_mutans_TCI_278",43,14,57
"Streptococcus_mutans_TCI_294",43,15,58
"Streptococcus_mutans_TCI_30",43,14,57
"Streptococcus_mutans_TCI_399",43,14,57
"Streptococcus_mutans_TCI_400",44,15,59
"Streptococcus_mutans_TCI_51",43,13,56
"Streptococcus_mutans_TCI_70",43,14,57
"Streptococcus_mutans_TCI_75",44,15,59
"Streptococcus_mutans_TCI_78",43,15,58
"Streptococcus_mutans_TCI_82",43,14,57
"Streptococcus_mutans_TCI_85",43,13,56
"Streptococcus_mutans_TCI_86",44,15,59
"Streptococcus_mutans_TCI_92",45,15,60
"Streptococcus_mutans_TCI_96",44,15,59
"Streptococcus_mutans_U138",44,14,58
"Streptococcus_mutans_U2A",47,15,62
"Streptococcus_mutans_U2B",43,13,56
"Streptococcus_mutans_UA159",44,15,59
"Streptococcus_mutans_W6",44,15,59
"Streptococcus_oralis_ATCC_35037",42,11,53
"Streptococcus_oralis_ERR2221353",43,10,53
"Streptococcus_oralis_SK10",46,12,58
"Streptococcus_oralis_SK100",41,15,56
"Streptococcus_oralis_SK1074",46,11,57
"Streptococcus_oralis_SK255",44,9,53
"Streptococcus_oralis_SK304",44,11,55
"Streptococcus_oralis_SK313",42,10,52
"Streptococcus_oralis_SK610",43,10,53
"Streptococcus_oralis_Uo5",50,12,62
"Streptococcus_oralis_subsp_tigurinus_1366",47,9,56
"Streptococcus_oralis_subsp_tigurinus_2425",47,9,56
"Streptococcus_oralis_subsp_tigurinus_UC5873_TZ95",43,9,52
"Streptococcus_parasanguinis_ATCC_15912",45,13,58
"Streptococcus_parasanguinis_ATCC_903",49,14,63
"Streptococcus_parasanguinis_ERR2221175",49,12,61
"Streptococcus_parasanguinis_ERR2221190",46,12,58
"Streptococcus_parasanguinis_F0405",47,15,62
"Streptococcus_parasanguinis_FW213",44,16,60
"Streptococcus_parasanguinis_SK236",45,16,61
"Streptococcus_salivarius_57_I",46,13,59
"Streptococcus_salivarius_DSM_20560",42,11,53
"Streptococcus_salivarius_ERR2221359",50,12,62
"Streptococcus_salivarius_JIM8777",49,11,60
"Streptococcus_salivarius_K12",48,16,64
"Streptococcus_salivarius_M18",46,16,62
"Streptococcus_salivarius_PS4",45,16,61
"Streptococcus_salivarius_SK126",46,16,62
"Streptococcus_sanguinis_ATCC_29667",47,18,65
"Streptococcus_sanguinis_ATCC_49296",45,11,56
"Streptococcus_sanguinis_SK1",48,18,66
"Streptococcus_sanguinis_SK1056",49,17,66
"Streptococcus_sanguinis_SK1057",48,18,66
"Streptococcus_sanguinis_SK1058",48,18,66
"Streptococcus_sanguinis_SK1059",47,18,65
"Streptococcus_sanguinis_SK1087",48,18,66
"Streptococcus_sanguinis_SK115",52,18,70
"Streptococcus_sanguinis_SK150",47,17,64
"Streptococcus_sanguinis_SK160",47,18,65
"Streptococcus_sanguinis_SK330",48,17,65
"Streptococcus_sanguinis_SK340",46,18,64
"Streptococcus_sanguinis_SK353",51,18,69
"Streptococcus_sanguinis_SK355",50,18,68
"Streptococcus_sanguinis_SK36",51,15,66
"Streptococcus_sanguinis_SK405",51,18,69
"Streptococcus_sanguinis_SK408",48,17,65
"Streptococcus_sanguinis_SK49",46,16,62
"Streptococcus_sanguinis_SK678",48,18,66
"Streptococcus_sanguinis_SK72",48,17,65
"Streptococcus_sanguinis_VMC66",48,15,63
"Streptococcus_thermophilus_CNRZ1066",45,13,58
"Streptococcus_thermophilus_JIM_8232",43,13,56
"Streptococcus_thermophilus_LMD_9",45,14,59
"Streptococcus_thermophilus_LMG_18311",38,15,53
"Streptococcus_thermophilus_MN_ZLW_002",43,14,57
"Streptococcus_thermophilus_ND03",45,13,58
"Streptococcus_vestibularis_ATCC_49124",46,12,58
"Streptococcus_vestibularis_F0396",50,13,63
"Subdoligranulum_variabile_DSM_15176",43,10,53
"Succiniclasticum_ruminis_DSM_11005",45,10,55
"Succiniclasticum_ruminis_DSM_9236",45,8,53
"Succinivibrio_dextrinosolvens_H5",42,10,52
"Sutterella_parvirubra_YIT_11816",50,11,61
"Sutterella_wadsworthensis_2_1_59BFAA",46,12,58
"Sutterella_wadsworthensis_3_1_45B",39,12,51
"Sutterella_wadsworthensis_ERR1203961",47,7,54
"Sutterella_wadsworthensis_ERR1204055",47,9,56
"Sutterella_wadsworthensis_HGA0223",45,14,59
"Terrisporobacter_glycolicus_ERR2221120",47,14,61
"Turicibacter_sanguinis_ERR1022280",50,13,63
"Turicibacter_sanguinis_ERR1022323",42,15,57
"Turicibacter_sanguinis_ERR1022367",42,15,57
"Turicibacter_sanguinis_ERR1022463",42,14,56
"Turicibacter_sanguinis_ERR2221386",49,13,62
"Turicibacter_sanguinis_ERR2230131",50,13,63
"Varibaculum_cambriense_DNF00696",48,11,59
"Varibaculum_cambriense_DSM_15806",46,12,58
"Veillonella_atypica_ACS_049_V_Sch6",52,17,69
"Veillonella_atypica_ACS_134_V_Col7a",46,18,64
"Veillonella_atypica_KON",43,18,61
"Veillonella_dispar_ATCC_17748",50,15,65
"Veillonella_parvula_ACS_068_V_Sch12",40,16,56
"Veillonella_parvula_ATCC_17745",43,14,57
"Veillonella_parvula_Te3_DSM_2008",48,12,60
"Veillonella_ratti_ACS_216_V_Col6b",57,12,69
"Victivallis_vadensis_DSM_14823",48,10,58
"Victivallis_vadensis_MGYG_HGUT_02473",48,11,59
"Weissella_cibaria_KACC_11862",51,13,64
"Weissella_confusa_LBAE_C39_2",52,12,64
